temp,avg_time,rel_delta
10,0.3384847640991211,0.19651016173102165
25,0.861809492111206,0.2185221743675284
50,1.6424732494354248,0.22239019076228103
100,3.3810266065597534,0.27953480306336626
150,4.982661781311035,0.28096229116442867
200,6.798338408470154,0.3310786553197789
300,10.567583293914796,0.30882066490447996
500,17.498636202812193,0.32475304642688985
